0.025	0	
0.025	0.0196936	
0.025	0.0328182	
0.025	0.0459363	
0.025	0.0590453	
0.025	0.0721424	
0.025	0.0852252	
0.025	0.098291	
0.025	0.111337	
0.025	0.124361	
0.025	0.137361	
0.025	0.150333	
0.025	0.163276	
0.025	0.176186	
0.025	0.189062	
0.025	0.201901	
0.025	0.214701	
0.025	0.227458	
0.025	0.240172	
0.025	0.252839	
0.025	0.265458	
0.025	0.278025	
0.025	0.29054	
0.025	0.302999	
0.025	0.315401	
0.025	0.327743	
0.025	0.340024	
0.025	0.352241	
0.025	0.364393	
0.025	0.376478	
0.025	0.388494	
0.025	0.400439	
0.025	0.412311	
0.025	0.424109	
0.025	0.435831	
0.025	0.447476	
0.025	0.459041	
0.025	0.470526	
0.025	0.481928	
0.025	0.493248	
0.025	0.504482	
0.025	0.515631	
0.025	0.526692	
0.025	0.537665	
0.025	0.548549	
0.025	0.559342	
0.025	0.570043	
0.025	0.580652	
0.025	0.591168	
0.025	0.601589	
0.025	0.611915	
0.025	0.622146	
0.025	0.63228	
0.025	0.642317	
0.025	0.652256	
0.025	0.662096	
0.025	0.671839	
0.025	0.681482	
0.025	0.691025	
0.025	0.700468	
0.025	0.709812	
0.025	0.719054	
0.025	0.728196	
0.025	0.737238	
0.025	0.746178	
0.025	0.755017	
0.025	0.763755	
0.025	0.772393	
0.025	0.780929	
0.025	0.789364	
0.025	0.797698	
0.025	0.805932	
0.025	0.814065	
0.025	0.822098	
0.025	0.830031	
0.025	0.837865	
0.025	0.845599	
0.025	0.853234	
0.025	0.860771	
0.025	0.868209	
0.025	0.87555	
0.025	0.882793	
0.025	0.88994	
0.025	0.89699	
0.025	0.903945	
0.025	0.910805	
0.025	0.91757	
0.025	0.924241	
0.025	0.930819	
0.025	0.937305	
0.025	0.943698	
0.025	0.950001	
0.025	0.956212	
0.025	0.962334	
0.025	0.968367	
0.025	0.974312	
0.025	0.980168	
0.025	0.985939	
0.025	0.991623	
0.025	0.997222	

0.075	0	
0.075	0.0196936	
0.075	0.0328182	
0.075	0.0459363	
0.075	0.0590453	
0.075	0.0721424	
0.075	0.0852252	
0.075	0.098291	
0.075	0.111337	
0.075	0.124361	
0.075	0.137361	
0.075	0.150333	
0.075	0.163276	
0.075	0.176186	
0.075	0.189062	
0.075	0.201901	
0.075	0.214701	
0.075	0.227458	
0.075	0.240172	
0.075	0.252839	
0.075	0.265458	
0.075	0.278025	
0.075	0.29054	
0.075	0.302999	
0.075	0.315401	
0.075	0.327743	
0.075	0.340024	
0.075	0.352241	
0.075	0.364393	
0.075	0.376478	
0.075	0.388494	
0.075	0.400439	
0.075	0.412311	
0.075	0.424109	
0.075	0.435831	
0.075	0.447476	
0.075	0.459041	
0.075	0.470526	
0.075	0.481928	
0.075	0.493248	
0.075	0.504482	
0.075	0.515631	
0.075	0.526692	
0.075	0.537665	
0.075	0.548549	
0.075	0.559342	
0.075	0.570043	
0.075	0.580652	
0.075	0.591168	
0.075	0.601589	
0.075	0.611915	
0.075	0.622146	
0.075	0.63228	
0.075	0.642317	
0.075	0.652256	
0.075	0.662096	
0.075	0.671839	
0.075	0.681482	
0.075	0.691025	
0.075	0.700468	
0.075	0.709812	
0.075	0.719054	
0.075	0.728196	
0.075	0.737238	
0.075	0.746178	
0.075	0.755017	
0.075	0.763755	
0.075	0.772393	
0.075	0.780929	
0.075	0.789364	
0.075	0.797698	
0.075	0.805932	
0.075	0.814065	
0.075	0.822098	
0.075	0.830031	
0.075	0.837865	
0.075	0.845599	
0.075	0.853234	
0.075	0.860771	
0.075	0.868209	
0.075	0.87555	
0.075	0.882793	
0.075	0.88994	
0.075	0.89699	
0.075	0.903945	
0.075	0.910805	
0.075	0.91757	
0.075	0.924241	
0.075	0.930819	
0.075	0.937305	
0.075	0.943698	
0.075	0.950001	
0.075	0.956212	
0.075	0.962334	
0.075	0.968367	
0.075	0.974312	
0.075	0.980168	
0.075	0.985939	
0.075	0.991623	
0.075	0.997222	

0.125	0	
0.125	0.0196936	
0.125	0.0328182	
0.125	0.0459363	
0.125	0.0590453	
0.125	0.0721424	
0.125	0.0852252	
0.125	0.098291	
0.125	0.111337	
0.125	0.124361	
0.125	0.137361	
0.125	0.150333	
0.125	0.163276	
0.125	0.176186	
0.125	0.189062	
0.125	0.201901	
0.125	0.214701	
0.125	0.227458	
0.125	0.240172	
0.125	0.252839	
0.125	0.265458	
0.125	0.278025	
0.125	0.29054	
0.125	0.302999	
0.125	0.315401	
0.125	0.327743	
0.125	0.340024	
0.125	0.352241	
0.125	0.364393	
0.125	0.376478	
0.125	0.388494	
0.125	0.400439	
0.125	0.412311	
0.125	0.424109	
0.125	0.435831	
0.125	0.447476	
0.125	0.459041	
0.125	0.470526	
0.125	0.481928	
0.125	0.493248	
