0.025	0	
0.025	0.0131299	
0.025	0.0262572	
0.025	0.0393792	
0.025	0.0524934	
0.025	0.0655971	
0.025	0.0786877	
0.025	0.0917626	
0.025	0.104819	
0.025	0.117855	
0.025	0.130868	
0.025	0.143854	
0.025	0.156812	
0.025	0.169739	
0.025	0.182633	
0.025	0.195491	
0.025	0.208311	
0.025	0.22109	
0.025	0.233826	
0.025	0.246517	
0.025	0.259161	
0.025	0.271754	
0.025	0.284296	
0.025	0.296783	
0.025	0.309214	
0.025	0.321587	
0.025	0.333899	
0.025	0.346149	
0.025	0.358334	
0.025	0.370453	
0.025	0.382504	
0.025	0.394485	
0.025	0.406394	
0.025	0.418229	
0.025	0.429989	
0.025	0.441673	
0.025	0.453278	
0.025	0.464804	
0.025	0.476248	
0.025	0.487609	
0.025	0.498886	
0.025	0.510078	
0.025	0.521184	
0.025	0.532201	
0.025	0.54313	
0.025	0.553968	
0.025	0.564716	
0.025	0.575371	
0.025	0.585934	
0.025	0.596402	
0.025	0.606776	
0.025	0.617055	
0.025	0.627237	
0.025	0.637322	
0.025	0.647311	
0.025	0.657201	
0.025	0.666992	
0.025	0.676685	
0.025	0.686278	
0.025	0.695772	
0.025	0.705165	
0.025	0.714458	
0.025	0.723651	
0.025	0.732742	
0.025	0.741733	
0.025	0.750623	
0.025	0.759412	
0.025	0.768099	
0.025	0.776686	
0.025	0.785171	
0.025	0.793556	
0.025	0.80184	
0.025	0.810024	
0.025	0.818107	
0.025	0.82609	
0.025	0.833973	
0.025	0.841757	
0.025	0.849441	
0.025	0.857027	
0.025	0.864514	
0.025	0.871904	
0.025	0.879196	
0.025	0.886391	
0.025	0.893489	
0.025	0.900491	
0.025	0.907399	
0.025	0.914211	
0.025	0.920929	
0.025	0.927553	
0.025	0.934085	
0.025	0.940524	
0.025	0.946872	
0.025	0.953129	
0.025	0.959296	
0.025	0.965373	
0.025	0.971361	
0.025	0.977262	
0.025	0.983075	
0.025	0.988802	
0.025	0.994443	
0.025	1	

0.075	0	
0.075	0.0131299	
0.075	0.0262572	
0.075	0.0393792	
0.075	0.0524934	
0.075	0.0655971	
0.075	0.0786877	
0.075	0.0917626	
0.075	0.104819	
0.075	0.117855	
0.075	0.130868	
0.075	0.143854	
0.075	0.156812	
0.075	0.169739	
0.075	0.182633	
0.075	0.195491	
0.075	0.208311	
0.075	0.22109	
0.075	0.233826	
0.075	0.246517	
0.075	0.259161	
0.075	0.271754	
0.075	0.284296	
0.075	0.296783	
0.075	0.309214	
0.075	0.321587	
0.075	0.333899	
0.075	0.346149	
0.075	0.358334	
0.075	0.370453	
0.075	0.382504	
0.075	0.394485	
0.075	0.406394	
0.075	0.418229	
0.075	0.429989	
0.075	0.441673	
0.075	0.453278	
0.075	0.464804	
0.075	0.476248	
0.075	0.487609	
0.075	0.498886	
0.075	0.510078	
0.075	0.521184	
0.075	0.532201	
0.075	0.54313	
0.075	0.553968	
0.075	0.564716	
0.075	0.575371	
0.075	0.585934	
0.075	0.596402	
0.075	0.606776	
0.075	0.617055	
0.075	0.627237	
0.075	0.637322	
0.075	0.647311	
0.075	0.657201	
0.075	0.666992	
0.075	0.676685	
0.075	0.686278	
0.075	0.695772	
0.075	0.705165	
0.075	0.714458	
0.075	0.723651	
0.075	0.732742	
0.075	0.741733	
0.075	0.750623	
0.075	0.759412	
0.075	0.768099	
0.075	0.776686	
0.075	0.785171	
0.075	0.793556	
0.075	0.80184	
0.075	0.810024	
0.075	0.818107	
0.075	0.82609	
0.075	0.833973	
0.075	0.841757	
0.075	0.849441	
0.075	0.857027	
0.075	0.864514	
0.075	0.871904	
0.075	0.879196	
0.075	0.886391	
0.075	0.893489	
0.075	0.900491	
0.075	0.907399	
0.075	0.914211	
0.075	0.920929	
0.075	0.927553	
0.075	0.934085	
0.075	0.940524	
0.075	0.946872	
0.075	0.953129	
0.075	0.959296	
0.075	0.965373	
0.075	0.971361	
0.075	0.977262	
0.075	0.983075	
0.075	0.988802	
0.075	0.994443	
0.075	1	

0.125	0	
0.125	0.0131299	
0.125	0.0262572	
0.125	0.0393792	
0.125	0.0524934	
0.125	0.0655971	
0.125	0.0786877	
0.125	0.0917626	
0.125	0.104819	
0.125	0.117855	
0.125	0.130868	
0.125	0.143854	
0.125	0.156812	
0.125	0.169739	
0.125	0.182633	
0.125	0.195491	
0.125	0.208311	
0.125	0.22109	
0.125	0.233826	
0.125	0.246517	
0.125	0.259161	
0.125	0.271754	
0.125	0.284296	
0.125	0.296783	
0.125	0.309214	
0.125	0.321587	
0.125	0.333899	
0.125	0.346149	
0.125	0.358334	
0.125	0.370453	
0.125	0.382504	
0.125	0.394485	
0.125	0.406394	
0.125	0.418229	
0.125	0.429989	
0.125	0.441673	
0.125	0.453278	
